4, chevrolet, 2018, 6654.0, 27700
6, chevrolet, 2010, 149050.0, 7300
8, chevrolet, 2018, 9371.0, 14600
12, chevrolet, 2018, 22909.0, 31900
22, chevrolet, 2015, 61578.0, 15000
32, chevrolet, 1973, 46226.0, 29800
37, chevrolet, 2018, 2430.0, 19200
42, chevrolet, 2018, 30442.0, 30500
47, chevrolet, 2017, 18414.0, 19000
62, chevrolet, 2017, 52435.0, 17800
67, chevrolet, 2017, 35200.0, 18600
82, chevrolet, 2017, 28395.0, 18300
87, chevrolet, 2017, 12783.0, 14900
98, chevrolet, 2017, 24993.0, 26502
107, chevrolet, 2017, 19117.0, 18003
113, chevrolet, 2017, 31923.0, 34002
116, chevrolet, 2017, 33791.0, 20802
119, chevrolet, 2017, 14158.0, 24802
124, chevrolet, 2017, 47357.0, 23505
127, chevrolet, 2018, 16105.0, 53000
130, chevrolet, 2017, 55222.0, 26414
132, chevrolet, 2017, 39687.0, 19405
135, chevrolet, 2017, 51293.0, 24005
138, chevrolet, 2017, 46091.0, 32012
142, chevrolet, 2017, 19845.0, 31802
145, chevrolet, 2017, 31234.0, 28402
150, chevrolet, 2016, 93493.0, 20000
153, chevrolet, 2015, 45787.0, 37000
156, chevrolet, 2011, 76326.0, 31200
174, chevrolet, 2016, 33624.0, 24502
177, chevrolet, 2016, 28844.0, 27305
180, chevrolet, 2016, 58303.0, 25502
182, chevrolet, 2009, 261648.0, 3800
183, chevrolet, 2016, 33045.0, 24502
189, chevrolet, 2016, 18006.0, 24503
192, chevrolet, 2016, 44116.0, 21003
195, chevrolet, 2016, 32058.0, 32001
198, chevrolet, 2016, 33928.0, 31009
201, chevrolet, 2016, 71809.0, 31002
204, chevrolet, 2018, 42090.0, 6000
206, chevrolet, 2020, 7232.0, 25
210, chevrolet, 2020, 13826.0, 22500
213, chevrolet, 2020, 16545.0, 15500
216, chevrolet, 2020, 13303.0, 45500
219, chevrolet, 2020, 13679.0, 45500
222, chevrolet, 2020, 18221.0, 16300
225, chevrolet, 2020, 13885.0, 45500
228, chevrolet, 2013, 56479.0, 10200
231, chevrolet, 2014, 173469.0, 10200
237, chevrolet, 2018, 57604.0, 43500
240, chevrolet, 2018, 11135.0, 38500
243, chevrolet, 2018, 56007.0, 43500
246, chevrolet, 2018, 18020.0, 16500
249, chevrolet, 2017, 36421.0, 13700
252, chevrolet, 2017, 28013.0, 14200
255, chevrolet, 2016, 43176.0, 30851
258, chevrolet, 2017, 110489.0, 7600
261, chevrolet, 2018, 52521.0, 33000
266, chevrolet, 2019, 15780.0, 17100
269, chevrolet, 2019, 9706.0, 22600
272, chevrolet, 2019, 6075.0, 22700
275, chevrolet, 2013, 167600.0, 10300
278, chevrolet, 2019, 27601.0, 18900
281, chevrolet, 2019, 25809.0, 18300
293, chevrolet, 1998, 258631.0, 0
300, chevrolet, 2011, 47269.0, 1800
301, chevrolet, 2008, 172102.0, 50
309, chevrolet, 2004, 0.0, 0
310, chevrolet, 2003, 194673.0, 0
311, chevrolet, 2008, 325611.0, 7320
318, chevrolet, 2009, 117059.0, 0
319, chevrolet, 2010, 149189.0, 25
327, chevrolet, 2011, 105244.0, 25
335, chevrolet, 2014, 87673.0, 225
336, chevrolet, 2018, 42941.0, 26900
344, chevrolet, 2010, 137422.0, 0
351, chevrolet, 2008, 159266.0, 0
359, chevrolet, 2008, 130623.0, 25
367, chevrolet, 2004, 308451.0, 2725
383, chevrolet, 2007, 194903.0, 25
410, chevrolet, 1995, 274706.0, 0
430, chevrolet, 2008, 123515.0, 450
432, chevrolet, 2011, 88359.0, 4320
443, chevrolet, 2008, 270080.0, 0
455, chevrolet, 2006, 268040.0, 0
466, chevrolet, 2007, 267834.0, 25
468, chevrolet, 2011, 92476.0, 10440
479, chevrolet, 2011, 88287.0, 2300
480, chevrolet, 2011, 105486.0, 4310
492, chevrolet, 2006, 165327.0, 25
493, chevrolet, 2006, 118009.0, 4200
494, chevrolet, 2011, 114547.0, 8430
506, chevrolet, 2012, 134938.0, 0
507, chevrolet, 2005, 135675.0, 1000
518, chevrolet, 2008, 172102.0, 50
519, chevrolet, 2004, 173321.0, 5100
530, chevrolet, 2003, 194673.0, 0
531, chevrolet, 2003, 507985.0, 2000
541, chevrolet, 2010, 149189.0, 25
542, chevrolet, 2001, 149543.0, 1200
543, chevrolet, 2010, 69622.0, 6470
553, chevrolet, 2017, 50408.0, 13200
555, chevrolet, 2017, 53273.0, 7200
